0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2.742159791028836,1.9207412744571066,2.0928300731754526,3.210080596103728,2.172070805402183,2.9889348098510444,2.336080930001098,2.951641047580277,2.940372573174661,2.9126060445568176,3.0145071584316927,2.6644044773216975,4.089427119118191,1.459003552889898,3.427646514432404,1.8979860406663296,3.7853440692525697,3.315706592157777,2.898773612734324,2.8321536555355817,3.7854214059302094,2.146957711305425,3.0332644642376025,3.4859308572573195,3.965031502809745,2.1897478403486357,2.08650769137254,1.8620820840021353,2.261480539267642,2.5563774989245807,3.1908464194862107,2.4463660433356096,2.4225463082932617,2.4724208200881748,2.59118745988737,3.69526263047424,2.9667348712731934,3.261273619321291,2.8597514629555336,2.2763172427109852,2.0807938963443697,2.663981069814537,2.90873844528235,2.548112972405601,2.2817049422962783,2.862190483898485,2.2845665197731777,4.067237945930999,2.155575572366295,2.103616625462096
3.4008924956946887,1.9393870919798948,2.549138914360352,2.822412496111657,2.360245986418694,1.7045417467483877,2.034935188135608,2.160960500580079,2.5138332617636006,2.4673153120283686,3.052903969539602,2.2359561153655854,4.463268246845887,1.5499767833277556,3.9488952284318515,2.5013749745570513,3.1039795554079115,2.5487652132653267,2.9990434673261035,2.731658088781228,2.7686861523436384,2.9893035737751696,4.034606091280436,2.9828704704500058,3.65346514063897,2.9946676729253237,3.3240492150114322,2.366199058437564,2.9868914249125806,1.7763555396635036,3.4010988035207306,2.479714463601397,1.9922861506844038,2.875018319324474,1.6985937055319158,3.1376325705071086,2.52663042751205,2.5139710428945485,3.355472551171035,2.501153486623117,2.452050873914553,3.223977045292136,2.3010202227097465,3.0428000435288842,1.969565374736347,2.77570576655925,2.7144856029313527,4.250813822911077,1.8572199941430507,2.0469630406068093
1.6073275881816536,1.508396172290844,1.7941068267943623,2.0197318247478133,2.0576383775978684,1.4654747719096186,1.7188088937529065,1.7705502993281639,1.8066696092212962,1.9826787758273408,2.0272570973147483,1.2230526076471155,2.5507406276948457,2.285060400085738,1.778796093500672,1.7756353212160365,1.7080978915002676,1.7448588633141746,1.932048935039028,2.2194826078270156,1.7007125029598458,1.5332651520671536,1.4072322582766552,1.6740331837225941,1.790620260360354,2.111411695622112,1.7967154271879306,2.151704906458102,2.105519084677612,1.9087344218670004,2.6481742266803625,1.6630516364989658,1.7385591536128984,2.635953705183266,2.1075363566693,2.298261950929121,1.9456070968270764,1.5543569802367188,1.735014236451657,1.8407367625830713,2.339347128735421,2.3418725793024993,2.0151997578643708,2.356867724580445,1.7835131255581547,2.2275230369105077,1.9107536797895004,1.7832719846425225,1.7852398631078876,1.6371546031653048
1.8861230500819617,1.678058707783332,1.9415494854367696,2.1412446268116536,1.8178854365196502,1.9083083109226522,1.5841219183067317,2.1420835539385235,2.4522964003654537,2.538945603397669,2.055865688858591,1.928042232482518,2.1169195770965556,2.1960192280822337,1.9179432128143767,1.9413144321966587,2.2817765568699895,1.9124853935535426,1.8435767491668715,1.7525766076067877,2.4676212273513443,1.4033005088591752,1.9130751367640935,1.8666801020050996,2.525290627212456,1.363746860966939,1.6863793183576234,2.019881890105864,2.3299689190858155,1.852369403050211,1.6686550877445931,2.513416998057974,1.4981597835654754,1.4704343160300821,2.1666412589506625,2.0090160475276133,1.6596610338568114,2.1088918016948313,1.756148029949998,1.5365844355595943,1.4605447240492713,2.4441206651350047,2.0519506494733224,2.0050591610086266,2.260583317834485,1.710665602985471,1.4888463838995807,1.9077762088682249,1.663588441973863,1.8984852793064413
2.5343548000463896,2.0355111190887967,2.053565924123917,3.0073484623179203,1.6164496348665829,1.8056882446715452,2.523150283979641,2.2580261629109097,2.530684599011134,2.1810068222652323,2.7495828999976903,2.4387628052731554,2.9820385233045763,2.136197055466543,2.641526838486297,2.316544916440889,2.199037224234594,2.6981031329356764,2.4390017584059764,1.6198967555435662,2.6394186275933142,2.7474544475765246,3.1070301787475065,2.3165356861341437,2.3072247241767103,1.5489697440424832,1.7287340123873804,1.1416324292789146,1.985162806267426,2.2410196157177764,3.567891915560798,2.4828124296148846,1.7854419366597438,2.8164369141017147,2.4454932512552876,1.9062729252393429,2.748698266693803,2.775022981203836,2.1282392620753203,2.0324525447047717,2.228089539601657,2.3243954582305673,2.2373638473701685,2.5979991551260935,1.7355085441063078,2.245751863357515,3.0914686241667537,2.861272102463724,1.3292110406689865,2.1230430715547706
2.4454351217568515,2.189597881762263,2.133640902265156,2.033971911986383,1.985085039775461,2.0273097497896457,2.4870585162469943,2.369247595331537,2.6379892522730595,1.8489926518967696,2.9213499507688927,2.1279427111502556,3.128701760993587,1.659651738125592,2.8531309124220168,2.114800405166557,2.3706103847431144,1.9264951981631733,2.3742917967301986,2.100754489458921,2.8184727364970694,2.1777162111118264,2.5671204224060045,3.08399770907334,3.2222043683435544,2.389833799727436,1.7791319342456542,1.7924794210283215,2.1612914657236595,1.9843582504474666,2.5677729797563162,1.7298815247907453,2.1594232611027566,2.702094904285041,2.0960235383570813,3.130627515701807,1.8014364706637025,1.9209202779275514,2.0961561527103507,2.274180450979919,2.2503362350357428,2.6158439328414445,2.5001937833905377,2.394378069059392,2.0575009815525873,2.4233161801226837,2.5652039855539672,2.219012369608534,2.3372463394425558,2.1963572014411805
2.870887904648835,2.104859075683292,2.5625875795523863,2.980550691206104,2.260388071161001,1.3936431612569138,1.7753428735166235,2.3851899834865575,1.7613936955299672,2.486400431858883,3.0210376846574927,1.344264770649999,4.248093924780458,1.0,3.4406142036003726,2.6515391531693533,2.176004080752804,2.4198356431143626,2.601445062933317,2.524782710362965,2.46841835414174,2.7601923110460187,3.323307434240618,2.421377432511844,3.7156864944420924,2.282154532109402,2.3756236997750917,2.39294429173453,3.622553214146843,1.9082701203548125,3.7035281401534297,2.4581986531986213,2.056851745781626,3.6419666517064146,1.5198287163614586,2.7996056996277976,2.0866491423149296,2.6679793427285814,2.970051821022751,2.4204337230678648,2.4795218984007383,2.805532876183983,2.697142113599031,2.7315564346818926,1.9814561159190989,2.4195867413769707,2.5720832219860594,2.5198903529938743,2.289141488714947,2.2656835089624945
2.5196296086200833,1.0,2.44965685073604,2.1440668708974377,2.276801247508533,1.1524185160490146,1.6932600481298856,1.303460281735926,1.0,2.47019167310665,1.6620282768504797,1.8262021303389508,2.5776058487366673,1.8384254811107628,2.3071285721467687,2.244321477790745,2.339170255033308,1.6898544987173254,1.93558797804729,2.3689955986328095,1.8988431197031883,2.5385109643241472,2.459773221619815,1.4516632112232473,2.4118393599959744,1.567133278230687,2.1417333361012756,1.6610523545518896,2.209272439913487,1.641090011571367,2.6284910011179017,1.9601629906579854,2.17889038794712,2.0575334791842654,1.2141545568877448,1.9179983147541833,1.8411002935826224,1.5257419047673362,2.4775446740138674,2.2376849778870103,1.8691471467977934,2.182965606706927,1.8451711427246014,1.8730168814909753,1.6854695798463601,1.7213808459059112,1.5597791058886437,1.4217309650360972,2.352308641095618,1.5563793281807363
2.489856892759976,1.3964656738200203,2.097001581638036,2.0214868526270786,2.504307732088267,1.9845038178342085,1.8998240162701179,2.946057262580114,3.006228636232525,2.1650717489278604,1.7076152660823876,2.8274853607951016,2.311227901004393,1.0816755173382737,2.8672372622371065,2.4020617936973734,3.037007239489473,2.4995139468979946,2.4503881681817536,2.2000100595039003,2.79095957373257,2.294791383633833,2.2512433222428623,2.4683029216337964,2.2317046800774887,1.8476650824097611,1.6449790075039457,1.9761766432451873,2.0448059242978847,1.3808687184126105,2.694336211881504,2.772863305056934,2.3420639569676798,1.6739265188020527,1.9927664734454102,2.4417570330893534,2.0733783613075416,2.3747818907359544,2.4651006185729267,1.9450720820472411,2.2651674500393266,1.7444865513376575,2.1408535212533755,2.6884219101401534,1.5144237841259545,2.4441760128503613,2.0001798408291607,2.860339922869141,1.5917089183864581,2.510310472958616
2.2209033507991918,1.8823470026905051,2.092632129087368,2.111717556163618,2.218974247991795,2.2083241808974967,1.736130452229862,2.111544080891174,2.4620286767871944,2.8466941869516122,2.20663211624621,1.9636657730878952,2.2510225147529797,1.7055939784780965,2.236894810897553,2.352196108577326,2.615754472533528,2.2924771649783033,2.038847229759013,2.4174582178738904,2.307173752493246,1.465367973554646,2.0412207283988333,2.6517976309254685,2.821323367816161,1.949009503088547,2.2767721699694454,2.099179056915784,2.2966085887188648,2.537924323721642,1.6510108985651182,1.8708168696876772,2.1030927200322758,2.8030998669827483,1.8612024901581325,3.164533692212513,2.749680362239394,2.0531705720899014,2.211923642589129,2.5617331384982482,1.8686959155097402,2.0263654392934844,1.9780806282511563,1.9606797087776588,1.6430823599583335,1.9420365183198511,1.8531654022186757,2.539584513772278,1.8922256392217396,1.562957617701234
2.902323266135774,2.4168104092963674,1.6423859637837441,3.07951728752081,2.5604501562277098,1.5317708672994494,2.5859366081274664,2.6883157636182626,2.0678439802549073,2.365853194323001,2.9644458021508475,2.432689559839232,3.2978957260310455,1.4669816979728239,2.991367521073797,1.7862836350177511,3.184832175562488,2.2213189895832,2.735476684121124,2.7946419405799383,3.4471810356641095,3.020879147398637,2.8402379151607966,2.732296778382354,3.701166568773377,2.7668407180458345,2.69068370680862,1.786201786808737,2.292415809845441,2.3471608201185137,3.5555623325869177,2.552134205585368,2.302784325150816,2.6421481358476826,1.8885771124967756,2.606016085769548,1.8019799638277778,3.12612529526384,2.5507856870097156,2.0087046484860402,1.8801716232127357,3.427152747021204,2.6686220031977306,2.9603578792410232,2.674115243989561,2.184061916307166,2.7344258689241827,3.3348018576265663,2.328095928952184,1.9711486850443791
2.494114160031505,2.4461216741148935,2.2699269639813378,2.7387265045335254,2.1468298560987304,1.5997285600007705,2.3336045156480014,2.5904290994198584,2.7677714484961053,2.423600181998377,2.882397230257214,2.6422877790897195,3.5193750860356685,2.059270381772559,2.8819941937838394,1.7263977373221193,2.9223384596160007,2.4075813984572245,2.840798855952529,2.3306188581220177,3.27747557021005,3.2316267924547524,3.2746069649321594,3.0210125852122944,3.3159861020202293,2.160591796890938,1.509279830423191,1.5197149427198786,1.8091181237707596,2.79935870260669,4.098857930842662,2.986203872940032,2.064332854634717,3.0322216959093686,2.4473823666526657,2.980117764787611,2.294222439208798,2.93540771798071,2.598254984609175,2.5822264409493383,1.756269290125112,3.005951824938366,2.8082354540292527,3.204300672932814,2.9968538726955205,1.823837511413521,1.881825290609087,3.729982485663271,1.7491605296760646,1.7542561033785444
1.9211628998719803,1.292865843830599,2.1994519818452476,2.6939593747463517,1.7047194310454605,1.0,1.698672130750005,1.9914447959038273,1.0,2.0419052217037637,2.1900668608284724,2.1154694572605157,2.752148065858126,1.5594482463410573,2.91686386055507,2.2856839745265294,2.085803713723468,1.5952359838498635,2.2133206340034883,1.93403899047201,2.0965593701111818,3.1652918898954985,2.4382166070597,1.7155425013959933,2.928826722139876,2.2118857141083823,1.7461609092130834,2.126233580815192,2.114219099753021,2.544150506443002,3.321733316574095,1.9604402894743571,2.5142212494270426,2.275694769585378,1.866388702953288,2.323090369052071,2.132238409588825,2.7384962019404626,2.41515913245116,1.8774480408810794,2.0104572485196446,2.309120238571966,2.739302684489556,2.2734701145442133,1.9011250771681285,1.9947133967631998,1.9491765147618403,2.11934690487581,2.3599250883878558,1.5767696827283593
